s010&e000&m000,2892.41
s000&e010&m000,2496.61
s000&e000&m010,3412.45
s010&e010&m000,2873.58
s010&e000&m020,1328.22
s025|e015&m000,3446.89
s030|e030|m030,3405.81
s010&s025|e000,2961.12
s900&e950|m950,0.00
s008&e008|m050,1475.85
